FileName;Properties;fr_FR;nl_NL;de_DE;en_HK;en_US;es_ES;en_GB
account;account.login.logininclude.forgotpassword.label;Demander la réinitialisation de votre mot de passe;Een nieuw wachtwoord aanvragen;;;;;
account;account.login.logininclude.locked;Ce compte est actuellement verrouillé.  Veuillez réessayer plus tard.;Dit account is op dit moment vergrendeld. Probeer het later nog eens.;;;;;
account;account.login.logininclude.loginerror;Désolé, cette saisie ne correspond à aucun profil dans nos dossiers. Vérifiez l'orthographe et recommencez.;Helaas, de informatie die u hebt ingevuld is niet bekend in onze administratie. Controleer de spelling en probeer opnieuw.;;;;;
account;account.login.logininclude.loginfberror;Désolé, cette adresse est déjà associée à un compte enregistré sur ce site.  Veuillez vous connecter ou utiliser le lien du mot de passe oublié pour réinitialiser votre mot de passe.;Helaas, dit adres is reeds gekoppeld aan een bestaand account van deze website. Log in of klik op de link 'wachtwoord vergeten' om uw wachtwoord opnieuw in te stellen.;;;;;
account;account.login.logininclude.oauthFacebook;Facebook;;;;;;
account;account.login.logininclude.oauthGitHub;GitHub;;;;;;
account;account.login.logininclude.oauthGoogle;Google;;;;;;
account;account.login.logininclude.oauthLinkedIn;LinkedIn;;;;;;
account;account.login.logininclude.oauthMicrosoft;Microsoft;;;;;;
account;account.login.logininclude.oauthcustomersheader;Connectez-vous à l'aide de votre compte à partir de;Log in met uw account vanaf;;;;;
account;account.login.logininclude.oauthcustomersheaderreturning;Vous vous êtes déjà connecté à l'aide du fournisseur externe ci-dessous. Cliquez sur ce fournisseur pour vous connecter à nouveau.;U bent al aangemeld via de onderstaande externe leverancier. Klik op deze leverancier om u opnieuw aan te melden.;;;;;
account;account.login.logininclude.oauthloginerror;Les identifiants de connexion à votre compte externe sont incorrects ou vous n'avez pas autorisé notre magasin à accéder à vos données de profil sur le site du fournisseur d'authentification externe.;;;;;;
account;account.login.logininclude.oauthselect;Sélectionner un fournisseur puis cliquer sur l'icône correspondante;;;;;;
account;account.login.logininclude.registered;Saisissez votre adresse email et votre mot de passe pour vous identifier sur le site.;Vul uw e-mailadres en uw wachtwoord in om in te loggen;;;;;
account;account.login.logininclude.willbelocked;Mot de passe non valide. Ce compte sera verrouillé en cas de nouvelle connexion infructueuse.;;;;;;
account;account.login.orderbutton;Vérifier la commande;Controleer de bestelling;;;;;
account;account.login.ordererror;Désolé, ce numéro de commande, cette adresse e-mail ou ce code postal ne correspond à aucun profil dans nos dossiers. Vérifiez les informations saisies et recommencez.;Helaas, dit bestelnummer, dit e-mailadres of deze postcode is niet bekend in onze administratie. Controleer de ingevulde informatie en probeer opnieuw.;;;;;
account;account.login.orderheader;Vérifier la commande;CONTROLEER BESTELLING;;;;;
account;account.orderdetails.returnorder;<< Retour à l'historique des commandes;<< Terug naar bestelgeschiedenis;;;;;
account;account.orderdetails.returnshopping;Poursuivre les achats;Verder winkelen;;;;;
account;account.orders.datelabel;Date de la commande :;Besteldatum:;;;;;
account;account.orders.items;Articles :;Artikelen:;;;;;
account;account.orders.noorders;Nous n'avons aucun enregistrement pour ce compte.;Dit account is niet bij ons geregistreerd.;;;;;
account;account.orders.notfound;Désolé, la commande que vous essayez de suivre est introuvable.;Helaas, de bestelling die u probeert te volgen kan niet worden gevonden.;;;;;
account;account.orders.numberlabel;Numéro de commande :;Bestelnummer:;;;;;
account;account.orders.orderdetail;Détails de la commande;Bestelinformatie;;;;;
account;account.orders.orderhistory;Historique des commandes;Bestelgeschiedenis;;;;;
account;account.orders.shippedto;Expédié à :;Vervalt op:;;;;;
account;account.orderstatusinclude.ordercanceled;Annulé;Geannuleerd;;;;;
account;account.orderstatusinclude.ordercontact;Contactez le support client :;Neem contact op met de Klantenservice:;;;;;
account;account.orderstatusinclude.orderprocessed;En cours de traitement;In behandeling;;;;;
account;account.orderstatusinclude.ordershipped;Expédié;Vervallen;;;;;
account;account.orderstatusinclude.statuslabel;État de la commande :;Bestelstatus:;;;;;
account;account.passwordchangedemail.dear;Cher(ère);Beste;;;;;
account;account.passwordchangedemail.message1;Vous venez de créer un nouveau mot de passe pour votre compte.;Je wachtwoord is succesvol aangepast;;;;;
account;account.passwordchangedemail.message2;Vous pouvez accéder à votre compte à;Log direct in;;;;;
account;account.passwordchangedemail.message3;Cet e-mail est généré automatiquement, merci de ne pas y répondre.;Dit is een automatisch gegenereerd bericht. Gelieve niet op deze e-mail te reageren.;;;;;
account;account.passwordchangedemail.subject;Votre nouveau mot de passe;Uw wachtwoord is aangepast;;;;;
account;account.passwordemail.dear;Cher(ère);;;;;;
account;account.passwordemail.message1;Nous avons reçu un message demandant de réinitialiser le mot de passe associé à cette adresse e-mail. Si vous êtes bien l'auteur de cette demande, veuillez suivre les instructions ci-dessous.;;;;;;
account;account.passwordemail.message2;Si vous n'avez pas demandé la réinitialisation de votre mot de passe, ignorez simplement cet e-mail. Soyez sans crainte, votre compte utilisateur est toujours protégé.;;;;;;
account;account.passwordemail.message3;Cliquez sur le lien ci-dessous pour réinitialiser votre mot de passe :;;;;;;
account;account.passwordemail.message4;Si un clic ne suffit pas pour ouvrir le lien, copiez et collez le lien dans la zone d'adresse de votre navigateur ou retapez-le dans ce même endroit. Vous recevrez les instructions à suivre pour réinitialiser votre mot de passe. Remarque : ce lien n'est actif que pendant une courte période.;;;;;;
account;account.passwordemail.message5;Pour des raisons de sécurité, ce lien arrivera à expiration dans 30 minutes ou dès que vous aurez réinitialisé votre mot de passe.;;;;;;
account;account.passwordemail.message6;Cet e-mail est généré automatiquement, merci de ne pas y répondre.;;;;;;
account;account.passwordemail.subject;Votre mot de passe;;;;;;
account;account.passwordreset.button;Envoyer;Versturen;;;;;
account;account.passwordreset.formnotvalid;Veuillez corriger les erreurs suivantes.;;;;;;
account;account.passwordreset.invalidtokenerror;Cette demande de réinitialisation de votre mot de passe a expiré. Veuillez réessayer.;;;;;;
account;account.passwordreset.message;Indiquez votre adresse e-mail pour recevoir un message permettant de réinitialiser votre mot de passe.;Vul uw e-mailadres in. We sturen u dan een bericht, zodat u een nieuw wachtwoord kunt instellen.;;;;;
account;account.passwordreset.notfounderror;"Aucune adresse e-mail correspondante n'a été trouvée.
Vérifiez l'orthographe et recommencez.";Dit e-mailadres werd niet gevonden. Controleer de spelling en probeer opnieuw.;;;;;
account;account.passwordreset.resubmit;Pour envoyer une nouvelle demande, cliquez ici;Om een nieuwe vraag te versturen, klik hier;;;;;
account;account.passwordreset.sent;Consultez votre messagerie pour voir si vous avez reçu un e-mail contenant un lien pour réinitialiser votre mot de passe.;Controleer in uw postvak of u een e-mail hebt ontvangen met een link voor het opnieuw instellen van uw wachtwoord.;;;;;
account;account.passwordreset.title;Réinitialiser le mot de passe;Wachtwoord opnieuw instellen;;;;;
account;account.passwordreset.title2;Demande de réinitialisation de votre mot de passe;Verzoek tot resetten wachtwoord;;;;;
account;account.passwordresetconfirm.homepagelink;Aller à la page d'accueil;Naar de startpagina gaan;;;;;
account;account.passwordresetconfirm.message;Nous vous remercions de nous avoir communiqué votre adresse e-mail. Nous vous avons envoyé un e-mail contenant les informations nécessaires pour réinitialiser votre mot de passe. La réception de cet e-mail peut prendre quelques minutes. Vérifiez dans votre dossier des courriers indésirables si vous n'avez pas déjà reçu cet e-mail.;Bedankt voor het invoeren van uw e-mailadres. We hebben u een e-mail gestuurd met informatie hoe u uw wachtwoord opnieuw kunt instellen. Het kan een paar minuten duren voordat u deze e-mail ontvangt. Ziet u de e-mail niet verschijnen, controleer dan of deze in uw ongewenste of spam inbox staat.;;;;;
account;account.passwordresetconfirm.title;Demande de réinitialisation de votre mot de passe reçue;De aanvraag om uw wachtwoord opnieuw in te stellen is ontvangen;;;;;
account;account.payment.minicardcard.expires;Exp.;;;;;;
account;account.paymentinstrumentdetails.expires;Date d'expiration :;Vervaldatum:;;;;;
account;account.paymentinstrumentlist.addcard;Ajouter une carte de crédit;Een creditcard toevoegen;;;;;
account;account.paymentinstrumentlist.addcard.label;Ajouter une carte de crédit à ce compte;Een creditcard toevoegen aan dit account;;;;;
account;account.paymentinstrumentlist.deletecard;Supprimer la carte;;;;;;
account;account.paymentinstrumentlist.header;Informations de carte de crédit;Creditcardinformatie;;;;;
account;account.paymentinstruments.forbidden;Le délai pour cette page a expiré.  Vous devez fermer cette fenêtre et vous connecter pour continuer.;;;;;;
account;account.registrycustomer.dateadded;Date de l'ajout;;;;;;
account;account.registrycustomer.eventtype;Type d'événement :;;;;;;
account;account.registrycustomer.giftregistries;Listes de cadeaux;;;;;;
account;account.registrycustomer.giftregistry;Liste de cadeaux;;;;;;
account;account.registrycustomer.location;Lieu :;;;;;;
account;account.registrycustomer.name;Nom :;;;;;;
account;account.registrycustomer.noitems;Cette liste de cadeaux ne contient aucun article.;;;;;;
account;account.registrycustomer.notfound;La liste de cadeaux demandée est introuvable.;;;;;;
account;account.registrycustomer.priority;Priorité :;;;;;;
account;account.registrycustomer.private;La liste de cadeaux demandée n'est pas accessible car son propriétaire ne l'a pas rendue publique.;;;;;;
account;account.registrycustomer.role;Rôle :;;;;;;
account;account.setnewpassword.title;Définir un nouveau mot de passe;Vul een nieuw wachtwoord in;;;;;
account;account.setnewpasswordconfirm.homepagelink;Aller à la page d'accueil;;;;;;
account;account.setnewpasswordconfirm.message;Opération réussie Vous avez créé un nouveau mot de passe pour votre compte.;;;;;;
account;account.setnewpasswordconfirm.title;Mot de passe modifié;;;;;;
account;account.user.registration.createnew;Créer un compte;Een account aanmaken;;;;;
account;account.user.registration.logininfo;E-mail/informations de connexion;E-mail/inloggegevens;;;;;
account;account.wishlist.breadcrumb;Liste de souhaits;;;;;;
account;account.wishlist.landing.createheader;Créer une liste de souhaits;;;;;;
account;account.wishlist.landing.findmessage;Vous pouvez également rechercher la liste de souhaits d'autres personnes à l'aide de la fonction de recherche de listes de souhaits.;;;;;;
account;accountredirect.accountlogin;page de connexion.;;;;;;
account;accountredirect.permanent;Ce compte a été définitivement supprimé. Essayez de vous connecter à un autre compte ou créez un nouveau compte en vous rendant à la;;;;;;
account;accountredirect.title;Redirection;;;;;;
account;addressdetails.CUSTOMER_ADDRESS_REFERENCED_BY_PRODUCT_LIST;Vous ne pouvez pas supprimer cette adresse car elle est actuellement utilisée par une liste de cadeaux ou une liste de souhaits.;;;;;;
account;giftregistryconfirmation.eventdate;Date de l'événement :;;;;;;
account;giftregistryconfirmation.eventinfo;Informations sur l'événement;;;;;;
account;giftregistryconfirmation.eventlocation;Lieu de l'événement :;;;;;;
account;giftregistryconfirmation.eventname;Nom de l'événement :;;;;;;
account;giftregistryconfirmation.eventoverview;Informations sur l'événement;;;;;;
account;giftregistryconfirmation.eventtype;Type d'événement :;;;;;;
account;giftregistryconfirmation.participants;Bénéficiaire(s) :;;;;;;
account;giftregistryconfirmation.postshipping;Livraison après l'événement :;;;;;;
account;giftregistryconfirmation.preshipping;Livraison avant l'événement :;;;;;;
account;giftregistryconfirmation.registrant;Bénéficiaire :;;;;;;
account;giftregistryconfirmation.registrant2;Co-bénéficiaire :;;;;;;
account;giftregistryconfirmation.registrants;Informations sur le(s) bénéficiaire(s);;;;;;
account;giftregistryconfirmation.registryaddesses;Adresse(s) de livraison;;;;;;
account;giftregistryconfirmation.verifyinformationmessage;Vérifiez que les informations que vous avez indiquées ci-dessous sont correctes, puis cliquez sur le bouton Envoyer pour commencer à ajouter des produits à votre liste.;;;;;;
account;giftregistrylanding.create;Créer une liste de cadeaux;;;;;;
account;giftregistryresults.dateheader;Date;;;;;;
account;giftregistryresults.emptymessage;Aucune liste de cadeaux n'a été trouvée pour;;;;;;
account;giftregistryresults.emptymessage2;, veuillez réessayer.;;;;;;
account;giftregistryresults.eventtypeheader;Type d'événement;;;;;;
account;giftregistryresults.firstheader;Prénom;;;;;;
account;giftregistryresults.lastheader;Nom;;;;;;
account;giftregistryresults.locationheader;Lieu;;;;;;
account;giftregistryresults.noitems;Cette liste de cadeaux ne contient aucun élément.;;;;;;
account;giftregistryresults.searchresults;Résultats de la recherche;;;;;;
account;navigation.tabevent;infos sur l'événement;;;;;;
account;navigation.tabpurchases;achats;;;;;;
account;navigation.tabregistry;liste;;;;;;
account;navigation.tabshipping;infos sur la livraison;;;;;;
account;other.wishlistheader;: liste de souhaits;;;;;;
account;productlist.1;Le plus haut;;;;;;
account;productlist.2;Haut;;;;;;
account;productlist.3;Moyen;;;;;;
account;productlist.4;Bas;;;;;;
account;productlist.5;Le plus bas;;;;;;
account;productlist.eventdate;Date de l'événement;;;;;;
account;productlist.eventlocation;Lieu;;;;;;
account;productlist.eventtype;Type d'événement;;;;;;
account;productlist.purchaseitem;Acheter cet article;;;;;;
account;productlist.qtydesired;Quantité souhaitée;;;;;;
account;productlist.qtypurchased;Quantité achetée;;;;;;
account;productlist.visitgr;Consulter cette liste de cadeaux ici;;;;;;
account;productlist.visitwishlist;Consulter cette liste de souhaits ici;;;;;;
account;productlist.wishlistemailheader;Ma liste de souhaits;;;;;;
account;registry.dateadded;Date de l'ajout;;;;;;
account;registry.datepurchased;Date de l'achat :;;;;;;
account;registry.emailsubject;Consulter ma liste de cadeaux;;;;;;
account;registry.noproductsfound;Aucun produit n'a été acheté pour cette liste de cadeaux.;;;;;;
account;registry.notapplicable;Sans objet;;;;;;
account;registry.priority;Priorité;;;;;;
account;registry.purchasedby;Acheté par :;;;;;;
account;registry.sendtitle;Envoyer la liste de cadeaux à un ami;;;;;;
account;registry.share.link;URL de la liste de cadeaux;;;;;;
account;registrylist.dateheader;Date;;;;;;
account;registrylist.detailsheader;Détails;;;;;;
account;registrylist.eventnameheader;Nom de l'événement;;;;;;
account;registrylist.eventtypeheader;Type d'événement;;;;;;
account;registrylist.locationheader;Lieu;;;;;;
account;registrylist.newregistry;Nouvelle liste;;;;;;
account;registrylist.newregistrydescription;Créer une liste de cadeaux;;;;;;
account;registrylist.registriesheader;Vos listes de cadeaux;;;;;;
account;registryselect.header;Sélectionner la liste de cadeaux à laquelle vous souhaitez ajouter le cadeau;;;;;;
account;searchresult.emptymessage;Aucune liste de souhaits n'a été trouvée pour {0}. Veuillez réessayer.;;;;;;
account;wishlist.addaddress;Ajouter une adresse de livraison;Een bezorgadres toevoegen;;;;;
account;wishlist.addaddressmessage;Ajouter une adresse de livraison à votre liste de souhaits;;;;;;
account;wishlist.addgiftcert;Chèques-cadeaux;;;;;;
account;wishlist.addgiftcertmessage;Voulez-vous que les chèques-cadeaux figurent dans votre liste de souhaits ? Si vous cliquez sur Ajouter un chèque-cadeau, vos parents et amis sauront que cela fait partie de vos envies.;;;;;;
account;wishlist.addresslabel;Adresse de livraison de la liste de souhaits;;;;;;
account;wishlist.createheader;Créer une liste de souhaits;;;;;;
forms;wishlist.dateadded;Date de l'ajout;Date de l'ajout;;;;;
account;wishlist.emailsubject;Consulter ma liste de souhaits;;;;;;
account;wishlist.empty;Votre liste de souhaits ne contient aucun article.;;;;;;
account;wishlist.emptyadd;Cliquez ici pour commencer à ajouter des articles.;;;;;;
account;wishlist.itemprivate;Rendre cet article privé;;;;;;
account;wishlist.itempublic;Rendre cet article public;;;;;;
account;wishlist.listprivate;Rendre cette liste privée;;;;;;
account;wishlist.listpublic;Rendre cette liste publique;;;;;;
account;wishlist.noaddresses;Il n'y a actuellement aucune adresse enregistrée.;;;;;;
account;wishlist.nolocationtoshow;-;;;;;;
account;wishlist.noshippingaddress;Aucune adresse de livraison associée;;;;;;
forms;wishlist.priority;Priorité;Priorité;;;;;
account;wishlist.searchheader;Recherche de la liste de souhaits d'une personne;;;;;;
account;wishlist.sendwishlist;Envoyer ma liste à un ami;;;;;;
account;wishlist.share;Partager :;;;;;;
account;wishlist.share.link;URL de la liste de souhaits;;;;;;
account;wishlistresult.firstname;Prénom;;;;;;
account;wishlistresult.lastname;Nom;;;;;;
account;wishlistresult.location;Lieu;;;;;;
account;wishlistresult.view;Afficher;;;;;;
account;account.email.subject.registrywishlist;;;;;;;
account;account.user.registration.form.heading.email;;;;;;;
account;account.user.registration.form.heading.password;;;;;;;
checkout;approachingpromo.more;plus;;;;;;
checkout;approachingpromo.purchase;Achetez;Kopen;;;;;
checkout;approachingpromo.receive;et recevez;en ontvang;;;;;
checkout;billing.GIFTCERTIFICATE_CURRENCY_MISMATCH;Le chèque-cadeau peut être utilisé uniquement pour les commandes passées dans la même devise que le chèque-cadeau.;;;;;;
checkout;billing.GIFTCERTIFICATE_NOT_FOUND;"Le chèque-cadeau ""{0}"" est introuvable.";;;;;;
checkout;billing.GIFTCERTIFICATE_PENDING;Chèque-cadeau en attente.;;;;;;
checkout;billing.addressheader;Facturation;Facturering;;;;;
checkout;billing.bmlhelp;Vous devez indiquer une date de naissance et les quatre derniers chiffres de votre numéro de sécurité sociale.;;;;;;
checkout;billing.bonusproductalert;"Vous avez droit à un produit bonus. Cliquez sur le bouton ""Sélectionner"" pour revenir au panier et sélectionner vos produits ou sur ""Non merci"" pour continuer votre commande.";;;;;;
checkout;billing.couponapplied;Le code promo {0} a été ajouté à votre commande et a été appliqué.;;;;;;
checkout;billing.couponheader;Code promo;;;;;;
checkout;billing.couponinvalid;Code de bon de réduction non valide;;;;;;
checkout;billing.couponlabel;Saisir le code du bon de réduction;;;;;;
checkout;billing.couponnotapplied;Le code promo {0} a été ajouté à votre commande, mais n'a pas été appliqué.;;;;;;
checkout;billing.creditcarddeleteconfirm;Voulez-vous supprimer cette carte de crédit ?;Wilt u deze creditcard verwijderen?;;;;;
checkout;billing.creditcarddeleted;La carte de crédit a été supprimée !;De creditcard is verwijderd!;;;;;
checkout;billing.creditcarddeletenotselected;Sélectionnez la carte de crédit à supprimer.;Selecteer de creditcard die moet worden verwijderd.;;;;;
checkout;billing.creditcardexpires;Expire;Vervalt op;;;;;
checkout;billing.creditcardlistexp;Expiration;Vervaldatum;;;;;
checkout;billing.creditcardlistexpdate;Date d'expiration :;;;;;;
checkout;billing.creditcardlistnocards;Il n'y a actuellement aucune carte enregistrée.;Er is op dit moment geen kaart geregistreerd.;;;;;
checkout;billing.creditcardlistselect;Sélectionner parmi les cartes enregistrées;Selecteer een van de geregistreerde kaarten;;;;;
checkout;billing.creditcardloaderror;Impossible de charger la carte de crédit !;Creditcardbetaling niet mogelijk!;;;;;
checkout;billing.creditcardnotdeleted;La carte de crédit n'a pas pu être supprimée !;De creditcard kon niet worden verwijderd!;;;;;
checkout;billing.custompaymentmethod;Emplacement de l'intégration de votre mode de paiement personnalisé;;;;;;
checkout;billing.deletecard;Supprimer la carte;Kaart verwijderen;;;;;
checkout;billing.giftcertbalance;Le solde actuel de votre chèque-cadeau est de;;;;;;
checkout;billing.giftcerterror;Impossible de supprimer le chèque-cadeau.;;;;;;
checkout;billing.giftcertidmissing;Saisissez un code de chèque-cadeau.;;;;;;
checkout;billing.giftcertinvalid;Code de chèque-cadeau invalide.;;;;;;
checkout;billing.giftcertlabel;Utiliser le chèque-cadeau;;;;;;
checkout;billing.giftcertnomethod;Votre commande a été réglée à l'aide de chèques-cadeaux. Si vous ne souhaitez pas terminer votre commande en utilisant vos chèques-cadeaux, vous pouvez les supprimer ci-dessus.;;;;;;
checkout;billing.giftcertredeemed;{0} a été utilisé sur le chèque-cadeau {1};;;;;;
checkout;billing.giftcouponheader;Chèque-cadeau ou code promo;;;;;;
checkout;billing.linkcvn;Qu'est-ce c'est ?;;;;;;
checkout;billing.missingprocessorerror;Le mode de paiement que vous avez sélectionné n'est pas disponible actuellement. Sélectionnez un autre mode de paiement.;De betaalwijze die u hebt gekozen, is op dit moment niet beschikbaar. Kies een andere betaalwijze.;;;;;
checkout;billing.newcreditcardadded;La nouvelle carte de crédit a été ajoutée.;De nieuwe creditcard is toegevoegd.;;;;;
checkout;billing.ownerparseerror;Ceci est un numéro de carte de crédit. Saisissez le nom du titulaire de la carte de crédit.;Dit is een creditcardnummer. Vul de naam van de creditcardhouder in.;;;;;
checkout;billing.paymentheader;Sélectionner un mode de paiement;Selecteer een betaalwijze;;;;;
checkout;billing.requiredindicator;•;;;;;;
checkout;billing.selectcreditcard;Sélectionner une carte de crédit;Selecteer een creditcard;;;;;
checkout;billing.zerobalance;Le solde à payer de votre commande est nul. Par conséquent, aucun mode de paiement n'est nécessaire pour terminer cette commande.;Het te betalen saldo voor uw bestelling is nul. U hoeft daarom geen betaalwijze te kiezen om deze bestelling af te ronden.;;;;;
checkout;cart.COUPON_ALREADY_IN_BASKET;"Le code du bon de réduction ""{0}"" ne peut être cumulé avec un autre code de bon de réduction déjà contenu dans votre panier.";;;;;;
checkout;cart.COUPON_CODE_ALREADY_IN_BASKET;"Le code du bon de réduction ""{0}"" figure déjà dans votre panier.";;;;;;
checkout;cart.COUPON_CODE_ALREADY_REDEEMED;"Le code de bon de réduction ""{0}"" a déjà été utilisé.";;;;;;
checkout;cart.COUPON_CODE_MISSING;Saisissez un code promo.;Vul een actiecode in.;;;;;
checkout;cart.COUPON_CODE_UNKNOWN;"Le code de bon de réduction ""{0}"" est inconnu.";;;;;;
checkout;cart.COUPON_DISABLED;"Le code de bon de réduction ""{0}"" ne peut actuellement pas être ajouté à votre panier.";;;;;;
checkout;cart.CUSTOMER_REDEMPTION_LIMIT_EXCEEDED;"Le code de bon de réduction ""{0}"" ne peut actuellement pas être ajouté à votre panier.";;;;;;
checkout;cart.NO_ACTIVE_PROMOTION;"Le code de bon de réduction ""{0}"" ne peut actuellement pas être ajouté à votre panier.";;;;;;
checkout;cart.OK;Le code promo {0} a été ajouté à votre panier et a été appliqué à votre commande.;;;;;;
checkout;cart.REDEMPTION_LIMIT_EXCEEDED;"Le code de bon de réduction ""{0}"" ne peut actuellement pas être ajouté à votre panier.";;;;;;
checkout;cart.TIMEFRAME_REDEMPTION_LIMIT_EXCEEDED;"Le code de bon de réduction ""{0}"" ne peut actuellement pas être ajouté à votre panier.";;;;;;
checkout;cart.bonusmaxitems;Cette remise vous donne droit à {0} article(s) bonus.;;;;;;
checkout;cart.bonusnumselected;Vous avez sélectionné {0} article(s).;U hebt {0} artikel(en) geselecteerd.;;;;;
checkout;cart.bonusproduct.button.more;plus;meer;;;;;
checkout;cart.cartcouponinvalid;Votre panier contient actuellement un bon de réduction invalide. Supprimez ce bon de réduction avant d'accéder au paiement.;Uw winkelmand bevat een ongeldige kortingsbon. Verwijder deze kortingsbon voordat u doorgaat naar de betaling.;;;;;
checkout;cart.cartempty;Votre panier est vide;Uw winkelmand is leeg.;;;;;
checkout;cart.carterror;"Votre panier ne peut pas être validé car un ou plusieurs produits
	qu'il contient comportent une erreur de prix ou ne sont pas disponibles dans la quantité demandée. Supprimez le ou les produits marqués d'un prix
 S/O de votre panier ou adaptez les quantités en fonction des disponibilités. Pour toute question, contactez le service client.";Uw winkelmand kan niet worden bevestigd doordat één of meerdere producten in de mand een onjuiste prijs hebben of niet beschikbaar zijn in de gevraagde hoeveelheid. Verwijder het product/de producten met een onjuiste prijs uit uw mand of pas de hoeveelheid aan op basis van de beschikbaarheid. Bij vragen kunt u contact opnemen met onze klantenservice.;;;;;
checkout;cart.coupon;Bon de réduction;Kortingsbon;;;;;
checkout;cart.couponcode;Numéro du bon de réduction :;;;;;;
checkout;cart.couponinvalid;Bon de réduction non valide.;;;;;;
checkout;cart.entercouponcode;code promo;;;;;;
checkout;cart.giftcertdelivery;- Le chèque-cadeau sera envoyé par e-mail;;;;;;
checkout;cart.itemtotal;Total des articles;Totaal van de artikelen;;;;;
checkout;cart.lastvisited.header;Date de la dernière visite;Datum laatste bezoek;;;;;
